,Hostname,Application,Utilization(kb),Timestamp
344825,vdevice-host-name,salesforce,2.69,2/26/2019 17:50
344838,vdevice-host-name,new_relic,1.35,2/26/2019 17:50
344855,vdevice-host-name,dns,0.51,2/26/2019 17:50
344877,vdevice-host-name,dns,0.48,2/26/2019 17:55
344885,vdevice-host-name,salesforce,2.56,2/26/2019 17:55
344916,vdevice-host-name,https,7.05,2/26/2019 17:55
344919,vdevice-host-name,new_relic,1.36,2/26/2019 17:55
344954,vdevice-host-name,salesforce,2.56,2/26/2019 18:00
344965,vdevice-host-name,https,6.76,2/26/2019 18:00
344970,vdevice-host-name,new_relic,1.35,2/26/2019 18:00
344976,vdevice-host-name,dns,0.66,2/26/2019 18:00
344995,vdevice-host-name,https,6.12,2/26/2019 18:05
345006,vdevice-host-name,salesforce,2.45,2/26/2019 18:05
345016,vdevice-host-name,dns,0.94,2/26/2019 18:05
345021,vdevice-host-name,new_relic,1.36,2/26/2019 18:05
345032,vdevice-host-name,new_relic,1.36,2/26/2019 18:10
345036,vdevice-host-name,dns,0.46,2/26/2019 18:10
345044,vdevice-host-name,https,6.15,2/26/2019 18:10
345067,vdevice-host-name,salesforce,3.19,2/26/2019 18:10
345086,vdevice-host-name,dns,1.04,2/26/2019 18:15
345103,vdevice-host-name,new_relic,1.35,2/26/2019 18:15
345107,vdevice-host-name,https,6.78,2/26/2019 18:15
345119,vdevice-host-name,salesforce,2.63,2/26/2019 18:15
345151,vdevice-host-name,dns,0.46,2/26/2019 18:20
345152,vdevice-host-name,salesforce,1.76,2/26/2019 18:20
345166,vdevice-host-name,new_relic,1.35,2/26/2019 18:20
345167,vdevice-host-name,https,5.78,2/26/2019 18:20
345205,vdevice-host-name,dns,0.45,2/26/2019 18:25
345213,vdevice-host-name,https,6.53,2/26/2019 18:25
345217,vdevice-host-name,new_relic,1.36,2/26/2019 18:25
345218,vdevice-host-name,salesforce,2.56,2/26/2019 18:25
345264,vdevice-host-name,https,6.31,2/26/2019 18:30
345267,vdevice-host-name,new_relic,1.45,2/26/2019 18:30
345271,vdevice-host-name,salesforce,3.84,2/26/2019 18:30
345283,vdevice-host-name,dns,0.53,2/26/2019 18:30
345300,vdevice-host-name,salesforce,1.73,2/26/2019 18:35
345323,vdevice-host-name,dns,0.95,2/26/2019 18:35
345326,vdevice-host-name,https,5.57,2/26/2019 18:35
345337,vdevice-host-name,new_relic,1.36,2/26/2019 18:35
345351,vdevice-host-name,https,8.1,2/26/2019 18:40
345363,vdevice-host-name,new_relic,1.36,2/26/2019 18:40
345364,vdevice-host-name,salesforce,1.35,2/26/2019 18:40
345369,vdevice-host-name,dns,0.46,2/26/2019 18:40
345413,vdevice-host-name,https,7.06,2/26/2019 18:45
345427,vdevice-host-name,dns,1.04,2/26/2019 18:45
345441,vdevice-host-name,salesforce,2.55,2/26/2019 18:45
345446,vdevice-host-name,new_relic,1.35,2/26/2019 18:45
345480,vdevice-host-name,salesforce,2.54,2/26/2019 18:50
345490,vdevice-host-name,dns,0.61,2/26/2019 18:50
345492,vdevice-host-name,https,8.49,2/26/2019 18:50
345500,vdevice-host-name,new_relic,1.36,2/26/2019 18:50
345533,vdevice-host-name,salesforce,1.95,2/26/2019 18:55
345536,vdevice-host-name,new_relic,1.35,2/26/2019 18:55
345546,vdevice-host-name,dns,0.49,2/26/2019 18:55
345547,vdevice-host-name,https,6.33,2/26/2019 18:55
345590,vdevice-host-name,salesforce,2.44,2/26/2019 19:00
345592,vdevice-host-name,new_relic,1.36,2/26/2019 19:00
345595,vdevice-host-name,dns,0.53,2/26/2019 19:00
345611,vdevice-host-name,https,6.18,2/26/2019 19:00
345640,vdevice-host-name,dns,0.79,2/26/2019 19:05
345648,vdevice-host-name,https,6.13,2/26/2019 19:05
345657,vdevice-host-name,salesforce,1.96,2/26/2019 19:05
345658,vdevice-host-name,new_relic,1.36,2/26/2019 19:05
345670,vdevice-host-name,https,6.7,2/26/2019 19:10
345675,vdevice-host-name,dns,0.53,2/26/2019 19:10
345684,vdevice-host-name,salesforce,2.56,2/26/2019 19:10
345690,vdevice-host-name,new_relic,1.45,2/26/2019 19:10
345730,vdevice-host-name,dns,1.12,2/26/2019 19:15
345732,vdevice-host-name,https,6.12,2/26/2019 19:15
345735,vdevice-host-name,salesforce,2.56,2/26/2019 19:15
345747,vdevice-host-name,new_relic,1.35,2/26/2019 19:15
345778,vdevice-host-name,salesforce,3.05,2/26/2019 19:20
345779,vdevice-host-name,dns,0.8,2/26/2019 19:20
345800,vdevice-host-name,https,5.78,2/26/2019 19:20
345802,vdevice-host-name,new_relic,1.35,2/26/2019 19:20
345831,vdevice-host-name,new_relic,1.37,2/26/2019 19:25
345846,vdevice-host-name,dns,0.51,2/26/2019 19:25
345853,vdevice-host-name,salesforce,2.56,2/26/2019 19:25
345863,vdevice-host-name,https,5.81,2/26/2019 19:25
345891,vdevice-host-name,salesforce,1.96,2/26/2019 19:30
345921,vdevice-host-name,https,6.52,2/26/2019 19:30
345924,vdevice-host-name,new_relic,1.35,2/26/2019 19:30
345929,vdevice-host-name,dns,0.48,2/26/2019 19:30
345938,vdevice-host-name,salesforce,2.56,2/26/2019 19:35
345940,vdevice-host-name,dns,0.85,2/26/2019 19:35
345948,vdevice-host-name,https,6.13,2/26/2019 19:35
345950,vdevice-host-name,new_relic,1.35,2/26/2019 19:35
346009,vdevice-host-name,salesforce,2.56,2/26/2019 19:40
346015,vdevice-host-name,new_relic,1.35,2/26/2019 19:40
346028,vdevice-host-name,https,7.78,2/26/2019 19:40
346034,vdevice-host-name,dns,0.41,2/26/2019 19:40
346052,vdevice-host-name,new_relic,1.36,2/26/2019 19:45
346055,vdevice-host-name,dns,1.06,2/26/2019 19:45
346061,vdevice-host-name,https,6.15,2/26/2019 19:45
346068,vdevice-host-name,salesforce,2.56,2/26/2019 19:45
346097,vdevice-host-name,new_relic,1.35,2/26/2019 19:50
346108,vdevice-host-name,salesforce,2.55,2/26/2019 19:50
346130,vdevice-host-name,https,6.51,2/26/2019 19:50
346142,vdevice-host-name,dns,0.47,2/26/2019 19:50
346145,vdevice-host-name,new_relic,1.35,2/26/2019 19:55
346151,vdevice-host-name,https,6.69,2/26/2019 19:55
346152,vdevice-host-name,dns,0.43,2/26/2019 19:55
346159,vdevice-host-name,salesforce,2.56,2/26/2019 19:55
346236,vdevice-host-name,new_relic,1.36,2/26/2019 20:00
346237,vdevice-host-name,https,5.62,2/26/2019 20:00
346248,vdevice-host-name,salesforce,2.56,2/26/2019 20:00
346250,vdevice-host-name,dns,0.54,2/26/2019 20:00
346269,vdevice-host-name,salesforce,1.96,2/26/2019 20:05
346271,vdevice-host-name,dns,0.85,2/26/2019 20:05
346273,vdevice-host-name,new_relic,1.36,2/26/2019 20:05
346277,vdevice-host-name,https,7.56,2/26/2019 20:05
346332,vdevice-host-name,salesforce,3.05,2/26/2019 20:10
346336,vdevice-host-name,dns,0.49,2/26/2019 20:10
346337,vdevice-host-name,https,6.8,2/26/2019 20:10
346338,vdevice-host-name,new_relic,1.35,2/26/2019 20:10
346378,vdevice-host-name,new_relic,1.36,2/26/2019 20:15
346379,vdevice-host-name,salesforce,2.64,2/26/2019 20:15
346384,vdevice-host-name,https,5.75,2/26/2019 20:15
346396,vdevice-host-name,dns,1.01,2/26/2019 20:15
346422,vdevice-host-name,dns,0.47,2/26/2019 20:20
346423,vdevice-host-name,https,6.16,2/26/2019 20:20
346430,vdevice-host-name,salesforce,2.56,2/26/2019 20:20
346439,vdevice-host-name,new_relic,1.36,2/26/2019 20:20
346479,vdevice-host-name,https,6.88,2/26/2019 20:25
346490,vdevice-host-name,dns,0.41,2/26/2019 20:25
346492,vdevice-host-name,new_relic,1.36,2/26/2019 20:25
346494,vdevice-host-name,salesforce,1.95,2/26/2019 20:25
346521,vdevice-host-name,dns,0.46,2/26/2019 20:30
346524,vdevice-host-name,new_relic,1.35,2/26/2019 20:30
346525,vdevice-host-name,salesforce,1.95,2/26/2019 20:30
346529,vdevice-host-name,https,5.79,2/26/2019 20:30
346578,vdevice-host-name,salesforce,1.95,2/26/2019 20:35
346589,vdevice-host-name,https,7.11,2/26/2019 20:35
346602,vdevice-host-name,new_relic,1.35,2/26/2019 20:35
346611,vdevice-host-name,dns,0.89,2/26/2019 20:35
346626,vdevice-host-name,new_relic,1.35,2/26/2019 20:40
346627,vdevice-host-name,dns,0.44,2/26/2019 20:40
346629,vdevice-host-name,salesforce,2.56,2/26/2019 20:40
346665,vdevice-host-name,https,8.71,2/26/2019 20:40
346683,vdevice-host-name,https,5.77,2/26/2019 20:45
346713,vdevice-host-name,dns,0.94,2/26/2019 20:45
346721,vdevice-host-name,new_relic,1.36,2/26/2019 20:45
346724,vdevice-host-name,salesforce,1.96,2/26/2019 20:45
346731,vdevice-host-name,dns,0.62,2/26/2019 20:50
346740,vdevice-host-name,new_relic,1.35,2/26/2019 20:50
346754,vdevice-host-name,salesforce,2.75,2/26/2019 20:50
346774,vdevice-host-name,https,6.99,2/26/2019 20:50
346784,vdevice-host-name,https,6.03,2/26/2019 20:55
346811,vdevice-host-name,salesforce,1.94,2/26/2019 20:55
346822,vdevice-host-name,dns,0.41,2/26/2019 20:55
346827,vdevice-host-name,new_relic,1.36,2/26/2019 20:55
346849,vdevice-host-name,new_relic,1.35,2/26/2019 21:00
346856,vdevice-host-name,dns,0.44,2/26/2019 21:00
346863,vdevice-host-name,salesforce,3.05,2/26/2019 21:00
346868,vdevice-host-name,https,6.77,2/26/2019 21:00
346897,vdevice-host-name,dns,0.48,2/26/2019 21:05
346898,vdevice-host-name,new_relic,1.36,2/26/2019 21:05
346916,vdevice-host-name,https,6.4,2/26/2019 21:05
346933,vdevice-host-name,salesforce,1.94,2/26/2019 21:05
346944,vdevice-host-name,salesforce,1.95,2/26/2019 21:10
346945,vdevice-host-name,https,6.54,2/26/2019 21:10
346959,vdevice-host-name,dns,0.89,2/26/2019 21:10
346979,vdevice-host-name,new_relic,1.35,2/26/2019 21:10
346993,vdevice-host-name,https,5.23,2/26/2019 21:15
347009,vdevice-host-name,new_relic,1.36,2/26/2019 21:15
347014,vdevice-host-name,dns,0.95,2/26/2019 21:15
347021,vdevice-host-name,salesforce,1.96,2/26/2019 21:15
347049,vdevice-host-name,salesforce,2.56,2/26/2019 21:20
347052,vdevice-host-name,dns,0.5,2/26/2019 21:20
347062,vdevice-host-name,new_relic,1.35,2/26/2019 21:20
347079,vdevice-host-name,https,6.7,2/26/2019 21:20
347105,vdevice-host-name,salesforce,2.55,2/26/2019 21:25
347106,vdevice-host-name,dns,0.43,2/26/2019 21:25
347119,vdevice-host-name,new_relic,1.36,2/26/2019 21:25
347150,vdevice-host-name,https,7.25,2/26/2019 21:25
347160,vdevice-host-name,new_relic,1.35,2/26/2019 21:30
347173,vdevice-host-name,dns,0.47,2/26/2019 21:30
347174,vdevice-host-name,salesforce,1.97,2/26/2019 21:30
347178,vdevice-host-name,https,5.62,2/26/2019 21:30
347218,vdevice-host-name,https,6.7,2/26/2019 21:35
347230,vdevice-host-name,new_relic,1.36,2/26/2019 21:35
347232,vdevice-host-name,salesforce,1.96,2/26/2019 21:35
347250,vdevice-host-name,dns,1.05,2/26/2019 21:35
347269,vdevice-host-name,dns,0.46,2/26/2019 21:40
347282,vdevice-host-name,https,6.89,2/26/2019 21:40
347299,vdevice-host-name,new_relic,0.56,2/26/2019 21:40
347303,vdevice-host-name,salesforce,2.56,2/26/2019 21:40
347313,vdevice-host-name,dns,0.91,2/26/2019 21:45
347327,vdevice-host-name,https,5.65,2/26/2019 21:45
347340,vdevice-host-name,new_relic,2.14,2/26/2019 21:45
347343,vdevice-host-name,salesforce,1.95,2/26/2019 21:45
347379,vdevice-host-name,dns,0.57,2/26/2019 21:50
347395,vdevice-host-name,salesforce,2.45,2/26/2019 21:50
347397,vdevice-host-name,new_relic,1.36,2/26/2019 21:50
347411,vdevice-host-name,https,7.25,2/26/2019 21:50
347425,vdevice-host-name,new_relic,1.36,2/26/2019 21:55
347427,vdevice-host-name,https,6.36,2/26/2019 21:55
347431,vdevice-host-name,salesforce,2.55,2/26/2019 21:55
347435,vdevice-host-name,dns,0.42,2/26/2019 21:55
347482,vdevice-host-name,dns,0.39,2/26/2019 22:00
347488,vdevice-host-name,salesforce,2.89,2/26/2019 22:00
347498,vdevice-host-name,https,6.12,2/26/2019 22:00
347504,vdevice-host-name,new_relic,1.35,2/26/2019 22:00
347537,vdevice-host-name,dns,0.61,2/26/2019 22:05
347556,vdevice-host-name,new_relic,0.56,2/26/2019 22:05
347559,vdevice-host-name,salesforce,2.56,2/26/2019 22:05
347571,vdevice-host-name,https,6.24,2/26/2019 22:05
347613,vdevice-host-name,dns,0.81,2/26/2019 22:10
347617,vdevice-host-name,https,6.7,2/26/2019 22:10
347623,vdevice-host-name,salesforce,2.56,2/26/2019 22:10
347626,vdevice-host-name,new_relic,2.15,2/26/2019 22:10
347633,vdevice-host-name,https,6.3,2/26/2019 22:15
347636,vdevice-host-name,salesforce,1.35,2/26/2019 22:15
347641,vdevice-host-name,new_relic,1.36,2/26/2019 22:15
347677,vdevice-host-name,dns,0.82,2/26/2019 22:15
347683,vdevice-host-name,https,6.69,2/26/2019 22:20
347688,vdevice-host-name,new_relic,1.35,2/26/2019 22:20
347721,vdevice-host-name,dns,0.69,2/26/2019 22:20
347728,vdevice-host-name,salesforce,1.95,2/26/2019 22:20
347750,vdevice-host-name,salesforce,2.55,2/26/2019 22:25
347754,vdevice-host-name,new_relic,1.35,2/26/2019 22:25
347781,vdevice-host-name,https,6.33,2/26/2019 22:25
347786,vdevice-host-name,dns,0.44,2/26/2019 22:25
347800,vdevice-host-name,https,6.12,2/26/2019 22:30
347802,vdevice-host-name,salesforce,1.97,2/26/2019 22:30
347806,vdevice-host-name,dns,0.4,2/26/2019 22:30
347826,vdevice-host-name,new_relic,0.56,2/26/2019 22:30
347855,vdevice-host-name,salesforce,2.55,2/26/2019 22:35
347884,vdevice-host-name,https,6.33,2/26/2019 22:35
347885,vdevice-host-name,new_relic,1.35,2/26/2019 22:35
347888,vdevice-host-name,dns,0.77,2/26/2019 22:35
347903,vdevice-host-name,dns,0.7,2/26/2019 22:40
347937,vdevice-host-name,https,7.92,2/26/2019 22:40
347940,vdevice-host-name,new_relic,2.15,2/26/2019 22:40
347942,vdevice-host-name,salesforce,2.45,2/26/2019 22:40
347955,vdevice-host-name,https,5.59,2/26/2019 22:45
347962,vdevice-host-name,new_relic,1.35,2/26/2019 22:45
347966,vdevice-host-name,dns,0.95,2/26/2019 22:45
347987,vdevice-host-name,salesforce,2.62,2/26/2019 22:45
348001,vdevice-host-name,salesforce,1.96,2/26/2019 22:50
348008,vdevice-host-name,https,6.9,2/26/2019 22:50
348017,vdevice-host-name,dns,0.49,2/26/2019 22:50
348045,vdevice-host-name,new_relic,0.56,2/26/2019 22:50
348073,vdevice-host-name,https,6.33,2/26/2019 22:55
348084,vdevice-host-name,new_relic,1.36,2/26/2019 22:55
348088,vdevice-host-name,salesforce,1.95,2/26/2019 22:55
348094,vdevice-host-name,dns,0.67,2/26/2019 22:55
348122,vdevice-host-name,dns,0.39,2/26/2019 23:00
348133,vdevice-host-name,salesforce,2.56,2/26/2019 23:00
348136,vdevice-host-name,new_relic,1.35,2/26/2019 23:00
348143,vdevice-host-name,https,6.15,2/26/2019 23:00
348175,vdevice-host-name,new_relic,1.35,2/26/2019 23:05
348176,vdevice-host-name,salesforce,2.55,2/26/2019 23:05
348180,vdevice-host-name,https,6.51,2/26/2019 23:05
348203,vdevice-host-name,dns,0.76,2/26/2019 23:05
348222,vdevice-host-name,dns,0.66,2/26/2019 23:10
348228,vdevice-host-name,https,6.33,2/26/2019 23:10
348248,vdevice-host-name,salesforce,2.56,2/26/2019 23:10
348259,vdevice-host-name,new_relic,2.15,2/26/2019 23:10
348268,vdevice-host-name,dns,0.87,2/26/2019 23:15
348280,vdevice-host-name,new_relic,0.57,2/26/2019 23:15
348290,vdevice-host-name,salesforce,1.95,2/26/2019 23:15
348294,vdevice-host-name,https,5.78,2/26/2019 23:15
348334,vdevice-host-name,new_relic,1.35,2/26/2019 23:20
348338,vdevice-host-name,https,6.18,2/26/2019 23:20
348361,vdevice-host-name,dns,0.49,2/26/2019 23:20
348362,vdevice-host-name,salesforce,0.76,2/26/2019 23:20
348376,vdevice-host-name,https,7.26,2/26/2019 23:25
348392,vdevice-host-name,dns,0.49,2/26/2019 23:25
348393,vdevice-host-name,salesforce,2.55,2/26/2019 23:25
348410,vdevice-host-name,new_relic,1.35,2/26/2019 23:25
348427,vdevice-host-name,https,5.5,2/26/2019 23:30
348430,vdevice-host-name,salesforce,3.24,2/26/2019 23:30
348436,vdevice-host-name,new_relic,1.35,2/26/2019 23:30
348475,vdevice-host-name,dns,0.39,2/26/2019 23:30
348479,vdevice-host-name,new_relic,1.36,2/26/2019 23:35
348490,vdevice-host-name,salesforce,1.96,2/26/2019 23:35
348527,vdevice-host-name,https,7.13,2/26/2019 23:35
348529,vdevice-host-name,dns,0.91,2/26/2019 23:35
348566,vdevice-host-name,dns,0.48,2/26/2019 23:40
348572,vdevice-host-name,https,7.44,2/26/2019 23:40
348575,vdevice-host-name,new_relic,1.35,2/26/2019 23:40
348576,vdevice-host-name,salesforce,2.56,2/26/2019 23:40
348593,vdevice-host-name,https,6.32,2/26/2019 23:45
348599,vdevice-host-name,salesforce,2.57,2/26/2019 23:45
348601,vdevice-host-name,dns,0.92,2/26/2019 23:45
348628,vdevice-host-name,new_relic,1.36,2/26/2019 23:45
348641,vdevice-host-name,salesforce,2.55,2/26/2019 23:50
348660,vdevice-host-name,new_relic,1.35,2/26/2019 23:50
348671,vdevice-host-name,https,6.88,2/26/2019 23:50
348673,vdevice-host-name,dns,0.72,2/26/2019 23:50
348695,vdevice-host-name,https,6.5,2/26/2019 23:55
348704,vdevice-host-name,salesforce,2.56,2/26/2019 23:55
348705,vdevice-host-name,dns,0.71,2/26/2019 23:55
348732,vdevice-host-name,new_relic,1.35,2/26/2019 23:55
348746,vdevice-host-name,new_relic,1.36,2/27/2019 0:00
348776,vdevice-host-name,salesforce,1.96,2/27/2019 0:00
348779,vdevice-host-name,https,5.57,2/27/2019 0:00
348793,vdevice-host-name,dns,0.59,2/27/2019 0:00
348805,vdevice-host-name,https,6.8,2/27/2019 0:05
348824,vdevice-host-name,dns,0.96,2/27/2019 0:05
348835,vdevice-host-name,new_relic,1.37,2/27/2019 0:05
348844,vdevice-host-name,salesforce,2.55,2/27/2019 0:05
348875,vdevice-host-name,new_relic,1.36,2/27/2019 0:10
348883,vdevice-host-name,https,7.25,2/27/2019 0:10
348888,vdevice-host-name,salesforce,1.95,2/27/2019 0:10
348889,vdevice-host-name,dns,0.41,2/27/2019 0:10
348917,vdevice-host-name,new_relic,1.35,2/27/2019 0:15
348930,vdevice-host-name,dns,0.83,2/27/2019 0:15
348936,vdevice-host-name,salesforce,1.95,2/27/2019 0:15
348951,vdevice-host-name,https,5.76,2/27/2019 0:15
348954,vdevice-host-name,salesforce,3.05,2/27/2019 0:20
348961,vdevice-host-name,https,6.75,2/27/2019 0:20
348977,vdevice-host-name,dns,0.54,2/27/2019 0:20
348997,vdevice-host-name,new_relic,1.36,2/27/2019 0:20
349008,vdevice-host-name,salesforce,2.56,2/27/2019 0:25
349029,vdevice-host-name,dns,0.39,2/27/2019 0:25
349032,vdevice-host-name,https,6.7,2/27/2019 0:25
349037,vdevice-host-name,new_relic,1.36,2/27/2019 0:25
349066,vdevice-host-name,dns,0.43,2/27/2019 0:30
349079,vdevice-host-name,new_relic,1.35,2/27/2019 0:30
349081,vdevice-host-name,https,5.68,2/27/2019 0:30
349096,vdevice-host-name,salesforce,2.54,2/27/2019 0:30
349123,vdevice-host-name,new_relic,1.36,2/27/2019 0:35
349147,vdevice-host-name,dns,0.76,2/27/2019 0:35
349153,vdevice-host-name,salesforce,2.56,2/27/2019 0:35
349160,vdevice-host-name,https,6.51,2/27/2019 0:35
349177,vdevice-host-name,new_relic,1.35,2/27/2019 0:40
349192,vdevice-host-name,https,8.54,2/27/2019 0:40
349198,vdevice-host-name,salesforce,2.82,2/27/2019 0:40
349202,vdevice-host-name,dns,0.75,2/27/2019 0:40
349236,vdevice-host-name,https,6.62,2/27/2019 0:45
349239,vdevice-host-name,salesforce,1.96,2/27/2019 0:45
349242,vdevice-host-name,dns,0.97,2/27/2019 0:45
349260,vdevice-host-name,new_relic,1.35,2/27/2019 0:45
349296,vdevice-host-name,salesforce,1.34,2/27/2019 0:50
349298,vdevice-host-name,dns,0.54,2/27/2019 0:50
349306,vdevice-host-name,new_relic,1.36,2/27/2019 0:50
349324,vdevice-host-name,https,6.21,2/27/2019 0:50
349343,vdevice-host-name,https,6.55,2/27/2019 0:55
349347,vdevice-host-name,dns,0.52,2/27/2019 0:55
349350,vdevice-host-name,new_relic,1.36,2/27/2019 0:55
349354,vdevice-host-name,salesforce,2.56,2/27/2019 0:55
349403,vdevice-host-name,https,5.6,2/27/2019 1:00
349415,vdevice-host-name,dns,0.37,2/27/2019 1:00
349418,vdevice-host-name,new_relic,1.36,2/27/2019 1:00
349424,vdevice-host-name,salesforce,1.96,2/27/2019 1:00
349445,vdevice-host-name,salesforce,2.55,2/27/2019 1:05
349451,vdevice-host-name,dns,1.13,2/27/2019 1:05
349455,vdevice-host-name,https,6.7,2/27/2019 1:05
349469,vdevice-host-name,new_relic,1.35,2/27/2019 1:05
349496,vdevice-host-name,dns,0.58,2/27/2019 1:10
349499,vdevice-host-name,new_relic,1.35,2/27/2019 1:10
349505,vdevice-host-name,salesforce,2.44,2/27/2019 1:10
349508,vdevice-host-name,https,7.1,2/27/2019 1:10
349538,vdevice-host-name,https,5.74,2/27/2019 1:15
349561,vdevice-host-name,dns,0.81,2/27/2019 1:15
349570,vdevice-host-name,salesforce,1.96,2/27/2019 1:15
349583,vdevice-host-name,new_relic,1.36,2/27/2019 1:15
349600,vdevice-host-name,salesforce,2.56,2/27/2019 1:20
349625,vdevice-host-name,new_relic,0.8,2/27/2019 1:20
349627,vdevice-host-name,dns,0.55,2/27/2019 1:20
349642,vdevice-host-name,https,6.17,2/27/2019 1:20
349654,vdevice-host-name,new_relic,1.92,2/27/2019 1:25
349675,vdevice-host-name,salesforce,2.56,2/27/2019 1:25
349683,vdevice-host-name,dns,0.38,2/27/2019 1:25
349685,vdevice-host-name,https,6.58,2/27/2019 1:25
349734,vdevice-host-name,salesforce,2.18,2/27/2019 1:30
349736,vdevice-host-name,https,6.14,2/27/2019 1:30
349744,vdevice-host-name,dns,0.55,2/27/2019 1:30
349747,vdevice-host-name,new_relic,1.35,2/27/2019 1:30
349761,vdevice-host-name,new_relic,1.36,2/27/2019 1:35
349780,vdevice-host-name,salesforce,2.56,2/27/2019 1:35
349785,vdevice-host-name,dns,0.89,2/27/2019 1:35
349794,vdevice-host-name,https,6.14,2/27/2019 1:35
349813,vdevice-host-name,new_relic,1.45,2/27/2019 1:40
349821,vdevice-host-name,https,7.61,2/27/2019 1:40
349825,vdevice-host-name,dns,0.62,2/27/2019 1:40
349828,vdevice-host-name,salesforce,1.95,2/27/2019 1:40
349862,vdevice-host-name,salesforce,2.55,2/27/2019 1:45
349884,vdevice-host-name,https,6.12,2/27/2019 1:45
349888,vdevice-host-name,dns,0.98,2/27/2019 1:45
349895,vdevice-host-name,new_relic,0.8,2/27/2019 1:45
349922,vdevice-host-name,new_relic,1.35,2/27/2019 1:50
349924,vdevice-host-name,https,6.42,2/27/2019 1:50
349930,vdevice-host-name,dns,0.55,2/27/2019 1:50
349951,vdevice-host-name,salesforce,2.57,2/27/2019 1:50
349988,vdevice-host-name,salesforce,1.34,2/27/2019 1:55
350001,vdevice-host-name,new_relic,1.91,2/27/2019 1:55
350002,vdevice-host-name,https,6.35,2/27/2019 1:55
350007,vdevice-host-name,dns,0.62,2/27/2019 1:55
350020,vdevice-host-name,dns,0.49,2/27/2019 2:00
350024,vdevice-host-name,new_relic,0.98,2/27/2019 2:00
350056,vdevice-host-name,https,6.33,2/27/2019 2:00
350063,vdevice-host-name,salesforce,3.04,2/27/2019 2:00
350083,vdevice-host-name,salesforce,2.56,2/27/2019 2:05
350106,vdevice-host-name,new_relic,0.8,2/27/2019 2:05
350111,vdevice-host-name,dns,0.94,2/27/2019 2:05
350115,vdevice-host-name,https,6.42,2/27/2019 2:05
350132,vdevice-host-name,dns,0.57,2/27/2019 2:10
350137,vdevice-host-name,salesforce,2.56,2/27/2019 2:10
350164,vdevice-host-name,new_relic,1.35,2/27/2019 2:10
350168,vdevice-host-name,https,6.89,2/27/2019 2:10
350178,vdevice-host-name,https,5.95,2/27/2019 2:15
350187,vdevice-host-name,dns,0.76,2/27/2019 2:15
350192,vdevice-host-name,salesforce,2.56,2/27/2019 2:15
350195,vdevice-host-name,new_relic,1.35,2/27/2019 2:15
350235,vdevice-host-name,https,6.51,2/27/2019 2:20
350241,vdevice-host-name,dns,0.5,2/27/2019 2:20
350267,vdevice-host-name,new_relic,1.92,2/27/2019 2:20
350278,vdevice-host-name,salesforce,2.54,2/27/2019 2:20
350281,vdevice-host-name,new_relic,0.8,2/27/2019 2:25
350303,vdevice-host-name,dns,0.57,2/27/2019 2:25
350315,vdevice-host-name,https,5.51,2/27/2019 2:25
350325,vdevice-host-name,salesforce,2.74,2/27/2019 2:25
350348,vdevice-host-name,salesforce,1.76,2/27/2019 2:30
350349,vdevice-host-name,https,6.36,2/27/2019 2:30
350354,vdevice-host-name,new_relic,1.36,2/27/2019 2:30
350358,vdevice-host-name,dns,0.39,2/27/2019 2:30
350406,vdevice-host-name,new_relic,1.39,2/27/2019 2:35
350418,vdevice-host-name,https,5.13,2/27/2019 2:35
350424,vdevice-host-name,dns,0.64,2/27/2019 2:35
350436,vdevice-host-name,salesforce,3.36,2/27/2019 2:35
350445,vdevice-host-name,salesforce,2.26,2/27/2019 2:40
350470,vdevice-host-name,dns,0.89,2/27/2019 2:40
350479,vdevice-host-name,https,8.06,2/27/2019 2:40
350484,vdevice-host-name,new_relic,1.35,2/27/2019 2:40
350498,vdevice-host-name,https,5.88,2/27/2019 2:45
350505,vdevice-host-name,new_relic,1.37,2/27/2019 2:45
350527,vdevice-host-name,dns,0.87,2/27/2019 2:45
350531,vdevice-host-name,salesforce,3.42,2/27/2019 2:45
350561,vdevice-host-name,https,7.34,2/27/2019 2:50
350565,vdevice-host-name,dns,0.47,2/27/2019 2:50
350566,vdevice-host-name,salesforce,2.26,2/27/2019 2:50
350579,vdevice-host-name,new_relic,1.36,2/27/2019 2:50
350607,vdevice-host-name,salesforce,1.96,2/27/2019 2:55
350627,vdevice-host-name,new_relic,0.98,2/27/2019 2:55
350628,vdevice-host-name,dns,0.59,2/27/2019 2:55
350646,vdevice-host-name,https,6.74,2/27/2019 2:55
350661,vdevice-host-name,dns,0.49,2/27/2019 3:00
350684,vdevice-host-name,new_relic,1.36,2/27/2019 3:00
350688,vdevice-host-name,salesforce,2.45,2/27/2019 3:00
350694,vdevice-host-name,https,5,2/27/2019 3:00
350726,vdevice-host-name,new_relic,1.36,2/27/2019 3:05
350745,vdevice-host-name,dns,0.5,2/27/2019 3:05
350747,vdevice-host-name,https,7.35,2/27/2019 3:05
350751,vdevice-host-name,salesforce,2.45,2/27/2019 3:05
350770,vdevice-host-name,new_relic,1.36,2/27/2019 3:10
350771,vdevice-host-name,dns,1.13,2/27/2019 3:10
350806,vdevice-host-name,salesforce,2.56,2/27/2019 3:10
350807,vdevice-host-name,https,5.67,2/27/2019 3:10
350817,vdevice-host-name,dns,0.88,2/27/2019 3:15
350820,vdevice-host-name,salesforce,2.46,2/27/2019 3:15
350823,vdevice-host-name,https,6.48,2/27/2019 3:15
